2019-09-13 14:20:51,zzz,processing
2019-09-13 14:20:51,zzz,resolved
2019-09-13 14:20:51,zzz,detected
2019-09-13 14:20:51,zzz,detected
2019-09-13 14:20:51,zzz,resolved
2019-09-13 14:20:51,zzz,detected
2019-09-13 14:20:51,zzz,resolved
2019-09-13 14:20:51,zzz,resolved
2019-09-13 14:20:51,zzz,detected
2019-09-13 14:20:51,zzz,resolved
2019-09-13 14:20:51,zzz,resolved
2019-09-13 14:20:51,zzz,processing
2019-09-13 14:20:51,zzz,resolved
2019-09-13 14:20:51,zzz,resolved
2019-09-13 14:20:51,zzz,resolved
2019-09-13 14:20:51,zzz,detected
2019-09-13 14:20:51,zzz,resolved
2019-09-13 14:20:51,zzz,resolved
2019-09-13 14:20:51,zzz,processing
2019-09-13 14:20:51,zzz,detected
2019-09-13 14:20:51,zzz,processing
2019-09-13 14:20:51,zzz,processing
2019-09-13 14:20:51,zzz,detected
2019-09-13 14:20:51,zzz,resolved
2019-09-13 14:20:51,zzz,resolved
2019-09-13 14:20:51,zzz,processing
2019-09-13 14:20:51,zzz,processing
2019-09-13 14:20:51,zzz,resolved
2019-09-13 14:20:51,zzz,detected
2019-09-13 14:20:51,zzz,detected
2019-09-13 14:20:51,zzz,processing
2019-09-13 14:20:51,zzz,detected
2019-09-13 14:20:51,zzz,detected
2019-09-13 14:20:51,zzz,detected
2019-09-13 14:20:51,zzz,processing
2019-09-13 14:20:51,zzz,processing
2019-09-13 14:20:51,zzz,resolved
2019-09-13 14:20:51,zzz,resolved
2019-09-13 14:20:51,zzz,processing
2019-09-13 14:20:51,zzz,detected
2019-09-13 14:20:51,zzz,resolved
2019-09-13 14:20:51,zzz,resolved
2019-09-13 14:20:51,zzz,detected
2019-09-13 14:20:51,zzz,processing
2019-09-13 14:20:51,zzz,resolved
2019-09-13 14:20:51,zzz,resolved
2019-09-13 14:20:51,zzz,processing
2019-09-13 14:20:51,zzz,detected
2019-09-13 14:20:51,zzz,resolved
